Gender,EmployeeID,MonthlyIncome,PerformanceRating,PercentSalaryHike,JobLevel,Education,JobInvolvement,StockOptionLevel,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,JR_HealthRep,JR_HHRR,JR_LabTec,JR_Man,JR_MftDir,JR_ResDir,JR_ResSci,JR_SaleExc,JR_SaleRep,MaritalStatus,DistanceFromHome,TotalWorkingYears,Age,NumCompaniesWorked,Dept_HHRR,Dept_R&Dev,Dept_Sales,Ed_HHRR,Ed_LifeSci,Ed_Mktg,Ed_Med,Ed_Tech,Ed_Other,BusinessTravel,Attrition
1,3130,29660,3,18,1,3,2,0,11,2.0,3.0,3.0,2,6,9,0,0,0,0,0,0,0,0,1,1,4,1,1,4,0,1,0,0,0,0,1,0,0,1,0
1,3131,25710,3,14,2,3,3,0,20,2.0,3.0,3.0,1,5,13,0,0,1,0,0,0,0,0,0,2,3,2,2,3,0,1,0,0,1,0,0,0,0,1,0
0,3132,99910,3,16,1,1,3,1,8,3.0,3.0,3.0,3,0,7,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,0,0,0,0,1,0,0,2,0
0,3133,61420,3,13,3,4,2,2,6,2.0,4.0,4.0,2,0,5,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,1,0,0,1,0,0,0,0,1,0
0,3134,53900,3,14,3,3,3,0,10,4.0,1.0,2.0,3,5,8,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0
1,3135,44040,4,23,4,1,3,0,8,4.0,2.0,4.0,2,3,7,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0
1,3136,59930,3,12,2,1,3,0,7,2.0,3.0,2.0,3,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1
0,3137,51300,3,11,1,3,2,0,3,4.0,4.0,4.0,3,1,2,0,0,0,0,0,0,1,0,0,3,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0
1,3138,20900,3,16,1,3,3,0,6,1.0,3.0,3.0,2,0,5,0,0,1,0,0,0,0,0,0,3,3,1,1,2,0,1,0,0,0,0,1,0,0,1,0
1,3139,29090,3,14,1,4,3,2,5,3.0,4.0,2.0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,1,1,4,0,1,0,0,1,0,0,0,0,1,0
0,3140,34680,3,18,1,3,4,2,0,2.0,2.0,3.0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
1,3141,30680,3,19,2,4,2,0,1,3.0,1.0,3.0,3,0,1,0,0,1,0,0,0,0,0,0,3,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0
0,3142,26700,3,15,2,3,2,2,8,1.0,3.0,3.0,2,0,7,0,0,0,0,1,0,0,0,0,2,4,1,2,1,0,1,0,0,1,0,0,0,0,0,0
0,3143,26930,3,17,3,4,2,3,0,1.0,3.0,3.0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0
0,3144,95260,3,15,2,4,2,0,5,1.0,3.0,3.0,2,0,3,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,3145,52370,3,19,1,3,2,1,10,4.0,4.0,3.0,3,5,7,0,0,1,0,0,0,0,0,0,2,5,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1,3146,24260,4,22,2,3,1,0,1,3.0,4.0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
0,3147,41930,3,16,1,1,3,1,6,2.0,4.0,4.0,5,1,2,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,1,0,0,1,0,0,0,0,1,0
0,3148,29110,3,13,5,1,3,0,2,1.0,3.0,2.0,3,1,2,0,1,0,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0,1,0,0,2,0
0,3149,26610,3,14,1,1,3,1,18,2.0,1.0,3.0,2,11,8,0,0,0,0,0,1,0,0,0,1,4,2,2,3,0,1,0,0,1,0,0,0,0,1,0
0,3150,20280,3,16,1,2,3,1,9,1.0,2.0,3.0,3,7,7,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,3151,99800,3,11,1,1,3,1,10,4.0,1.0,3.0,2,6,9,0,0,1,0,0,0,0,0,0,3,0,1,2,1,0,0,1,0,0,0,1,0,0,1,0
1,3152,32980,4,22,2,2,2,0,4,4.0,3.0,3.0,4,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,4,0,1,0,0,1,0,0,0,0,0,1
1,3153,29350,3,14,1,3,2,2,2,4.0,4.0,3.0,5,2,1,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,1,0,0,0,0,2,0
1,3154,154270,3,16,1,3,3,1,1,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,1,0
1,3155,39440,3,11,5,4,3,2,6,2.0,2.0,2.0,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0
0,3156,40110,3,18,1,1,1,2,31,4.0,3.0,3.0,2,0,9,0,0,0,0,0,0,0,1,0,3,4,3,2,0,0,0,1,0,1,0,0,0,0,1,0
1,3157,34070,3,15,1,3,2,2,6,2.0,4.0,3.0,2,1,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,3158,119940,3,14,4,4,3,1,5,1.0,2.0,4.0,6,1,4,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,3159,12320,3,12,1,3,1,0,1,4.0,2.0,3.0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,3160,29600,3,14,1,2,3,3,32,1.0,2.0,3.0,2,10,7,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,1,0,0,1,0,0,0,2,0
0,3161,190940,3,16,1,3,2,0,7,2.0,3.0,3.0,3,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,3162,39190,4,21,2,3,3,0,6,1.0,3.0,3.0,3,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1
0,3163,68250,3,14,2,3,3,0,1,2.0,1.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1
0,3164,102480,3,12,4,2,3,1,6,2.0,4.0,3.0,4,1,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,3165,189470,3,12,1,1,2,2,3,2.0,1.0,1.0,2,1,2,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
1,3166,24960,3,17,5,3,3,3,3,1.0,4.0,3.0,3,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0
1,3167,64650,3,17,2,3,3,0,7,1.0,4.0,4.0,3,5,7,0,0,0,0,0,0,0,1,0,3,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0
0,3168,22060,3,14,1,4,3,1,5,1.0,3.0,2.0,4,0,3,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,3169,20860,3,14,2,4,3,0,3,4.0,3.0,2.0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,1,0,0,0,1,0
1,3170,22930,3,13,1,4,1,2,1,4.0,2.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,3171,26450,3,15,2,4,3,0,10,3.0,4.0,3.0,5,2,2,0,0,0,0,1,0,0,0,0,1,5,1,2,0,0,1,0,0,1,0,0,0,0,1,0
1,3172,26830,3,11,2,5,3,0,1,2.0,4.0,2.0,3,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,2,0,1,0,0,0,0,0,1,0,1,0
0,3173,20140,3,17,1,4,4,1,0,3.0,1.0,2.0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0
1,3174,34190,3,11,2,3,3,1,8,4.0,3.0,3.0,5,4,7,1,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,1,0,0,0,1,0,0,2,0
0,3175,53760,3,13,2,1,4,1,3,4.0,1.0,1.0,3,0,2,0,0,1,0,0,0,0,0,0,1,1,2,2,3,0,1,0,0,0,0,1,0,0,1,0
0,3176,19510,4,22,2,4,4,3,2,1.0,3.0,4.0,4,0,2,0,0,0,0,0,0,0,1,0,2,5,1,2,2,0,0,1,0,0,1,0,0,0,1,0
1,3177,23410,4,20,1,4,2,2,8,3.0,3.0,3.0,3,0,6,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,3178,22930,3,18,2,3,3,0,4,3.0,1.0,3.0,0,0,2,0,0,0,0,0,0,1,0,0,3,5,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0,3179,87260,3,11,3,2,1,1,3,3.0,3.0,3.0,2,1,2,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,3180,40110,3,14,1,2,3,1,2,4.0,4.0,4.0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,1,0,0,0,0,1,0
1,3181,195450,3,14,2,2,2,0,2,1.0,3.0,3.0,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,3182,45680,3,18,2,4,3,1,5,3.0,3.0,3.0,2,1,2,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,3183,30220,3,16,1,1,3,1,6,1.0,4.0,2.0,3,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,3184,57720,3,17,3,5,3,0,1,3.0,3.0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0
1,3185,22690,3,11,3,3,2,1,14,4.0,1.0,4.0,2,8,10,0,0,0,1,0,0,0,0,0,2,4,1,2,3,0,1,0,0,0,0,0,0,1,1,0
0,3186,53810,3,12,1,5,3,0,10,2.0,4.0,2.0,0,8,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
0,3187,34410,3,13,3,4,3,1,1,1.0,1.0,3.0,5,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,1,0,1,0,0,1,0,0,0,0,2,1
0,3188,54540,3,13,1,2,4,1,3,3.0,4.0,3.0,5,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,3189,98840,3,14,1,3,2,0,10,3.0,3.0,3.0,3,7,8,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1,3190,41570,3,17,1,3,3,3,6,2.0,3.0,2.0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,3191,134580,3,11,4,5,3,0,17,2.0,4.0,3.0,3,11,8,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0
0,3192,90690,4,25,2,3,3,1,13,3.0,4.0,1.0,3,4,7,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,0,1,0,2,0
1,3193,40140,3,19,2,2,2,1,9,3.0,2.0,4.0,4,7,1,0,0,0,0,0,0,0,1,0,1,1,1,3,1,0,1,0,0,1,0,0,0,0,1,0
0,3194,59150,3,13,2,3,2,1,3,2.0,2.0,3.0,3,0,2,0,0,0,0,0,0,1,0,0,3,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
0,3195,59930,3,14,5,3,1,1,4,1.0,4.0,3.0,3,1,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,3196,61620,3,12,5,3,2,3,1,4.0,3.0,3.0,2,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,3197,24060,3,11,1,4,3,0,10,1.0,1.0,3.0,3,9,7,0,0,1,0,0,0,0,0,0,2,3,1,1,0,0,1,0,0,0,0,1,0,0,2,1
0,3198,187400,3,19,1,1,4,1,1,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,3199,76370,3,11,1,3,3,1,3,1.0,1.0,4.0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
0,3200,100960,3,11,2,3,3,1,3,4.0,2.0,3.0,3,1,2,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,3201,147560,4,20,5,3,2,1,7,4.0,4.0,3.0,3,0,5,0,0,0,0,0,0,1,0,0,2,3,0,2,0,0,1,0,0,1,0,0,0,0,1,0
0,3202,64990,3,18,4,4,2,3,10,2.0,4.0,3.0,3,2,8,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0
0,3203,97240,3,13,1,3,4,0,2,2.0,2.0,3.0,2,2,2,0,0,0,0,0,0,0,1,0,1,3,1,2,1,0,1,0,0,0,0,0,1,0,1,0
0,3204,21940,3,12,5,3,3,0,6,4.0,4.0,3.0,5,0,4,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
0,3205,33880,3,11,3,3,4,0,1,4.0,4.0,3.0,2,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0
0,3206,54730,3,19,1,3,4,1,20,4.0,3.0,3.0,2,3,8,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0
0,3207,27030,4,21,1,1,3,1,8,4.0,2.0,4.0,2,7,7,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,3208,25010,3,12,1,2,1,0,2,1.0,3.0,3.0,3,2,0,1,0,0,0,0,0,0,0,0,2,3,0,1,4,0,1,0,0,1,0,0,0,0,1,1
1,3209,62200,3,14,1,5,3,2,20,4.0,3.0,3.0,2,11,10,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,1,0,0,0,0,1,0,0,1,0
0,3210,30380,3,11,5,3,1,0,10,4.0,4.0,2.0,5,0,8,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,3211,44240,3,14,4,2,2,1,4,2.0,3.0,3.0,2,1,3,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,0,2,1
0,3212,43120,3,12,1,4,2,1,9,2.0,4.0,2.0,2,1,8,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0
0,3213,132450,4,23,5,3,2,1,9,3.0,1.0,3.0,3,0,7,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,3214,136640,3,14,2,3,3,0,7,3.0,4.0,3.0,6,7,7,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0
1,3215,50210,3,17,5,3,3,0,7,4.0,1.0,3.0,3,1,7,0,0,0,0,0,0,0,1,0,2,0,2,2,1,0,1,0,0,0,0,1,0,0,1,0
1,3216,51260,3,18,3,4,3,0,18,4.0,1.0,3.0,2,1,12,0,1,0,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0,1,0,0,2,0
0,3217,28590,3,18,2,1,3,1,5,3.0,3.0,3.0,2,1,3,0,0,1,0,0,0,0,0,0,1,1,3,2,1,0,1,0,0,1,0,0,0,0,1,0
0,3218,102390,4,24,1,3,3,3,21,2.0,4.0,2.0,3,12,6,0,0,0,0,0,0,0,1,0,3,1,2,2,1,0,0,1,0,0,0,1,0,0,1,0
1,3219,53290,4,20,5,2,4,0,2,1.0,1.0,3.0,3,2,2,0,0,1,0,0,0,0,0,0,2,1,1,3,4,0,1,0,0,1,0,0,0,0,1,0
0,3220,43250,3,14,2,1,2,0,9,4.0,1.0,2.0,2,1,7,0,0,0,0,1,0,0,0,0,3,5,0,1,0,0,1,0,0,1,0,0,0,0,2,0
0,3221,72600,3,16,1,3,3,0,22,4.0,3.0,3.0,2,2,10,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0
0,3222,23220,4,25,2,3,4,1,2,4.0,2.0,3.0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,0,2,3,0,0,1,0,1,0,0,0,0,1,0
0,3223,20750,3,18,3,4,2,3,7,1.0,2.0,3.0,0,3,7,0,0,0,0,0,0,1,0,0,2,0,1,1,3,0,0,1,0,1,0,0,0,0,1,1
1,3224,41520,3,19,2,4,3,1,8,1.0,1.0,3.0,3,0,5,0,0,0,0,0,0,1,0,0,1,2,1,1,4,0,1,0,0,0,0,0,1,0,0,0
1,3225,96190,3,13,3,3,3,1,1,3.0,3.0,4.0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,2,0,1,0,0,0,0,1,0,0,1,0
0,3226,135030,3,12,1,2,2,0,5,1.0,3.0,3.0,6,1,4,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0
0,3227,54410,4,22,1,3,2,1,22,4.0,3.0,2.0,6,11,13,0,0,0,0,0,0,1,0,0,3,5,2,2,4,0,1,0,0,1,0,0,0,0,2,0
0,3228,52090,3,14,2,3,3,1,8,3.0,4.0,2.0,3,7,7,0,0,0,0,0,0,0,1,0,3,1,1,1,3,0,1,0,0,1,0,0,0,0,1,0
1,3229,106730,3,13,1,2,3,3,1,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,3230,50100,4,21,1,1,3,3,2,3.0,3.0,3.0,3,2,2,0,0,0,0,0,0,0,1,0,3,2,0,2,3,0,1,0,0,1,0,0,0,0,2,1
0,3231,135490,3,11,1,1,3,2,2,4.0,4.0,3.0,3,2,2,0,0,1,0,0,0,0,0,0,1,5,0,2,1,0,1,0,0,1,0,0,0,0,2,0
0,3232,49990,3,12,2,5,4,2,5,2.0,3.0,3.0,2,4,3,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0
0,3233,42210,3,11,5,3,3,1,4,2.0,1.0,4.0,4,0,2,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,3234,138720,3,12,4,4,2,3,8,3.0,2.0,1.0,3,3,6,1,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,1,0,0,1,0,0,0,1,0
0,3235,20420,3,12,1,4,3,0,10,3.0,4.0,2.0,6,1,1,0,0,0,1,0,0,0,0,0,1,0,3,3,3,0,1,0,0,0,0,1,0,0,1,0
0,3236,20730,3,14,2,3,3,0,4,4.0,4.0,2.0,3,2,3,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0
1,3237,29560,3,13,1,3,3,0,7,4.0,1.0,1.0,6,0,7,0,0,1,0,0,0,0,0,0,2,2,0,1,4,0,1,0,0,1,0,0,0,0,1,0
1,3238,29260,3,15,2,3,2,1,2,4.0,2.0,3.0,3,2,2,0,0,0,1,0,0,0,0,0,3,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,3239,48090,3,18,3,3,3,0,2,4.0,4.0,3.0,2,2,2,0,0,1,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,1,0,0,0,0,1,0
0,3240,51630,3,18,1,1,3,2,1,4.0,1.0,4.0,4,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
0,3241,188440,3,19,2,4,1,0,10,1.0,4.0,3.0,3,4,7,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0
0,3242,181720,3,12,4,3,3,2,1,4.0,3.0,1.0,5,0,1,0,0,1,0,0,0,0,0,0,1,2,0,2,3,0,0,1,0,0,0,1,0,0,1,0
1,3243,57440,3,19,3,3,2,1,0,2.0,1.0,3.0,4,0,0,0,0,1,0,0,0,0,0,0,3,4,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0,3244,28890,3,11,3,5,3,1,34,3.0,1.0,4.0,2,1,16,0,0,0,1,0,0,0,0,0,1,4,3,2,0,0,0,1,0,0,0,0,1,0,1,0
0,3245,28710,3,17,3,2,3,3,10,4.0,4.0,2.0,2,7,8,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
0,3246,74840,3,15,2,3,3,0,6,3.0,4.0,2.0,3,1,4,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,3247,60740,3,14,3,3,3,0,8,2.0,3.0,3.0,2,3,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0
1,3248,173280,3,17,2,1,1,1,2,1.0,3.0,3.0,2,0,2,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,3249,27740,3,13,1,3,3,1,5,2.0,3.0,3.0,2,1,3,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,1,0,0,1,0,0,0,0,2,1
0,3250,45050,3,12,1,3,3,0,6,4.0,4.0,3.0,3,1,4,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,3251,74280,3,12,4,3,3,0,5,4.0,1.0,3.0,2,1,4,0,0,1,0,0,0,0,0,0,1,1,2,3,2,1,0,0,1,0,0,0,0,0,1,1
0,3252,116310,3,18,5,2,1,1,10,1.0,1.0,3.0,2,0,9,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,3253,97380,3,18,5,4,3,2,4,4.0,4.0,3.0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
0,3254,28350,3,11,1,2,3,1,2,1.0,4.0,3.0,2,2,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0
0,3255,169590,3,14,3,2,3,3,8,2.0,3.0,2.0,5,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,2,0,1,0,0,0,0,1,0,0,1,0
0,3256,26130,3,19,2,2,3,1,4,4.0,1.0,2.0,2,1,2,0,0,1,0,0,0,0,0,0,2,3,0,1,3,0,1,0,0,1,0,0,0,0,1,1
0,3257,61460,3,12,2,4,3,0,4,2.0,4.0,3.0,3,1,3,0,0,0,0,1,0,0,0,0,2,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0
1,3258,49630,3,15,2,4,3,1,5,4.0,1.0,3.0,2,1,4,0,0,1,0,0,0,0,0,0,3,3,0,3,4,0,1,0,0,0,0,1,0,0,1,0
1,3259,195370,3,12,4,2,3,0,4,3.0,4.0,3.0,5,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,2,0
0,3260,61720,3,11,2,4,3,0,5,4.0,1.0,2.0,1,4,3,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1,3261,23680,3,11,2,4,3,1,15,1.0,1.0,3.0,3,4,12,0,0,0,0,0,0,1,0,0,2,0,1,2,3,0,0,1,0,1,0,0,0,0,2,0
0,3263,16750,3,16,3,4,2,0,3,1.0,4.0,2.0,6,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,3264,25230,3,13,1,3,3,1,2,4.0,3.0,3.0,2,0,2,0,0,1,0,0,0,0,0,0,1,4,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0,3265,65670,3,13,2,4,4,1,8,3.0,2.0,3.0,3,3,7,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,1,0,0,2,0
0,3266,47390,4,24,3,3,3,2,3,3.0,1.0,3.0,2,1,2,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0,1,0
0,3267,92080,3,15,1,4,4,1,24,2.0,4.0,2.0,2,14,9,0,0,0,0,1,0,0,0,0,3,1,2,2,0,0,1,0,0,0,0,1,0,0,2,0
1,3268,45590,3,18,4,3,2,1,0,3.0,1.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
1,3269,81890,3,14,1,5,3,1,1,3.0,2.0,3.0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3270,29420,3,11,2,3,2,1,5,4.0,3.0,3.0,1,1,4,0,0,0,0,1,0,0,0,0,1,5,0,2,4,0,1,0,0,1,0,0,0,0,1,0
0,3271,49410,3,11,2,4,1,1,4,3.0,3.0,3.0,3,0,3,0,0,0,0,0,0,0,1,0,1,1,3,2,2,0,1,0,0,1,0,0,0,0,1,0
1,3272,106500,3,13,4,4,4,2,1,2.0,1.0,3.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
0,3273,59020,3,12,4,4,3,1,13,3.0,3.0,4.0,2,3,7,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,3274,86390,3,16,1,5,2,2,3,1.0,1.0,3.0,3,0,2,0,1,0,0,0,0,0,0,0,2,4,0,1,2,0,1,0,0,1,0,0,0,0,1,1
0,3275,63470,3,14,2,4,4,0,26,3.0,4.0,2.0,2,3,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,1,1,0
1,3276,42000,4,22,2,3,3,0,9,3.0,2.0,3.0,3,0,5,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
0,3277,34520,3,11,1,3,2,0,10,3.0,3.0,3.0,3,0,7,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0
1,3278,43170,3,17,2,3,3,0,31,4.0,2.0,3.0,2,13,8,0,0,0,0,0,0,1,0,0,2,4,3,3,3,0,1,0,0,0,0,0,0,1,1,1
1,3279,26320,3,13,1,4,4,3,2,4.0,3.0,3.0,3,2,2,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0,3280,46680,3,18,2,1,3,2,4,4.0,4.0,3.0,2,0,2,0,0,1,0,0,0,0,0,0,1,3,0,2,4,0,0,1,0,0,1,0,0,0,1,0
1,3281,32040,3,16,2,4,2,1,2,3.0,3.0,2.0,4,2,1,0,0,0,0,0,0,0,1,0,2,3,0,1,3,0,1,0,0,0,0,1,0,0,1,1
