ID,Active,Gender,Age,Marital ST,Income,Salary Hike,Years in Co.,Job Role,Job Level,Department,Performance,Env. Satisf,Job Satisf,Job Involv,Yr. since promo,No. training,WorkLifeBalance,YearsWithCurrManager,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,Education,EducationField,DistanceFromHome
3824,No,Female,1,Married,21210,13,6,Research Director,1,Research & Development,3,2.0,2.0,3,1,2,2.0,1,1,0,0,3,Medical,0
3825,No,Female,2,Single,29730,12,10,Research Scientist,2,Sales,3,3.0,1.0,3,1,2,3.0,4,0,1,0,2,Technical Degree,5
3826,No,Male,2,Married,58550,14,10,Manufacturing Director,2,Sales,3,1.0,1.0,2,4,3,3.0,5,1,1,0,4,Life Sciences,0
3827,No,Male,1,Single,36170,21,5,Research Scientist,2,Research & Development,4,4.0,1.0,3,0,5,3.0,3,1,1,3,3,Medical,1
3828,No,Male,1,Married,67250,17,3,Manufacturing Director,2,Research & Development,3,3.0,3.0,3,1,3,3.0,1,1,0,4,1,Medical,3
3829,No,Male,1,Divorced,103250,11,9,Manufacturing Director,5,Sales,3,3.0,4.0,2,7,3,3.0,2,1,0,0,4,Marketing,5
3830,No,Male,2,Married,69490,14,9,Healthcare Representative,3,Research & Development,3,3.0,1.0,3,1,2,2.0,4,1,1,0,4,Life Sciences,0
3831,No,Male,2,Married,106090,17,7,Research Scientist,3,Research & Development,3,2.0,1.0,3,7,2,3.0,7,1,1,1,2,Life Sciences,1
3832,No,Male,1,Divorced,44470,13,7,Research Scientist,4,Research & Development,3,4.0,1.0,3,0,4,3.0,7,0,0,0,1,Life Sciences,0
3833,No,Female,1,Married,21570,25,16,Sales Executive,2,Research & Development,4,2.0,1.0,2,1,1,3.0,10,0,1,0,3,Medical,0
3834,No,Male,1,Divorced,46010,15,5,Manufacturing Director,3,Research & Development,3,2.0,1.0,3,0,2,2.0,0,2,0,0,3,Life Sciences,4
3835,No,Female,0,Single,170990,14,2,Laboratory Technician,1,Research & Development,3,3.0,4.0,3,2,2,3.0,2,1,0,0,1,Life Sciences,0
3836,Yes,Male,0,Single,24790,12,0,Research Director,1,Research & Development,3,2.0,4.0,2,0,2,4.0,0,1,0,0,5,Medical,0
3837,No,Male,2,Married,148520,19,5,Research Scientist,2,Research & Development,3,4.0,3.0,2,1,3,3.0,0,3,2,1,4,Medical,5
3838,No,Male,2,Divorced,72640,17,10,Laboratory Technician,1,Sales,3,3.0,3.0,3,0,5,3.0,7,0,1,0,4,Life Sciences,0
3839,No,Male,2,Married,56660,14,18,Laboratory Technician,1,Research & Development,3,1.0,3.0,3,14,2,3.0,12,1,1,0,1,Life Sciences,4
3840,No,Female,1,Married,78230,13,14,Sales Executive,2,Research & Development,3,3.0,3.0,3,2,3,3.0,9,1,1,0,3,Medical,5
3841,No,Male,1,Married,78800,12,4,Laboratory Technician,1,Research & Development,3,3.0,3.0,4,0,2,2.0,2,1,0,1,4,Technical Degree,5
3842,No,Female,2,Single,131940,11,9,Manager,2,Research & Development,3,1.0,3.0,3,3,2,1.0,8,0,1,0,3,Technical Degree,0
3843,No,Female,2,Divorced,50670,11,10,Laboratory Technician,2,Research & Development,3,4.0,4.0,2,3,3,3.0,9,2,1,0,3,Life Sciences,5
3844,No,Female,2,Married,50790,11,5,Sales Executive,3,Research & Development,3,4.0,3.0,3,0,3,4.0,2,0,1,1,4,Life Sciences,0
3845,Yes,Male,1,Married,23210,12,13,Healthcare Representative,3,Research & Development,3,4.0,1.0,3,6,0,3.0,0,1,1,4,3,Life Sciences,0
3846,No,Female,1,Married,174440,14,8,Healthcare Representative,2,Research & Development,3,2.0,2.0,3,7,4,1.0,7,0,0,0,3,Life Sciences,4
3847,No,Female,2,Single,24040,17,4,Healthcare Representative,2,Research & Development,3,3.0,4.0,2,3,2,2.0,3,0,1,3,3,Technical Degree,1
3848,No,Male,2,Married,34520,11,10,Laboratory Technician,1,Sales,3,1.0,4.0,2,0,2,3.0,2,1,1,2,2,Marketing,0
3849,No,Female,2,Married,22700,14,2,Manager,3,Sales,3,3.0,4.0,3,2,2,3.0,2,3,2,1,4,Marketing,2
3850,Yes,Male,1,Divorced,173990,12,2,Manager,2,Research & Development,3,1.0,4.0,1,2,3,2.0,2,0,0,3,3,Life Sciences,1
3851,No,Male,1,Single,54880,22,6,Research Scientist,2,Research & Development,4,1.0,4.0,3,1,6,3.0,3,1,0,0,3,Life Sciences,3
3852,No,Male,1,Married,194190,14,3,Sales Executive,3,Sales,3,2.0,3.0,1,0,2,3.0,2,1,0,3,4,Life Sciences,2
3853,No,Male,1,Single,28110,20,4,Research Scientist,1,Research & Development,4,4.0,4.0,3,1,3,2.0,2,0,0,1,3,Life Sciences,1
3854,Yes,Male,2,Single,36330,16,4,Research Director,1,Sales,3,1.0,1.0,3,0,0,1.0,3,2,1,1,4,Marketing,3
3855,No,Female,1,Single,41630,15,5,Manager,2,Research & Development,3,3.0,3.0,2,1,4,3.0,4,1,0,4,1,Medical,4
3856,No,Female,1,Married,21320,20,3,Sales Executive,3,Research & Development,4,2.0,1.0,2,0,1,3.0,2,0,0,2,3,Life Sciences,4
3857,No,Male,1,Divorced,139730,14,7,Manufacturing Director,4,Sales,3,4.0,3.0,2,0,3,3.0,7,0,0,0,1,Marketing,1
3858,No,Female,2,Married,26840,12,5,Research Director,2,Sales,3,4.0,2.0,3,1,2,3.0,0,0,0,2,3,Marketing,2
3859,No,Male,2,Married,108450,24,4,Research Director,2,Sales,4,1.0,2.0,2,1,4,3.0,2,0,2,1,2,Life Sciences,0
3860,No,Male,2,Divorced,43770,12,14,Sales Executive,3,Research & Development,3,4.0,1.0,2,1,2,3.0,11,1,1,2,2,Medical,0
3861,No,Female,0,Single,37430,13,2,Sales Executive,2,Research & Development,3,3.0,3.0,3,2,2,3.0,2,1,0,0,4,Medical,3
3862,No,Male,1,Divorced,41480,11,11,Laboratory Technician,3,Research & Development,3,4.0,2.0,3,7,3,3.0,9,0,1,0,3,Medical,2
3863,No,Female,1,Single,10510,14,4,Healthcare Representative,2,Research & Development,3,1.0,2.0,3,1,2,3.0,3,0,1,1,3,Life Sciences,0
3864,No,Female,2,Married,107390,11,15,Research Scientist,2,Human Resources,3,3.0,3.0,3,2,3,3.0,12,3,3,1,2,Life Sciences,1
3865,No,Male,1,Married,103880,14,3,Laboratory Technician,4,Research & Development,3,4.0,3.0,3,1,2,3.0,2,0,0,0,4,Life Sciences,1
3866,No,Female,1,Divorced,114160,16,5,Healthcare Representative,2,Research & Development,3,4.0,1.0,3,0,2,3.0,4,0,1,3,2,Medical,0
3867,No,Male,3,Married,26000,14,10,Laboratory Technician,1,Sales,3,2.0,3.0,3,4,5,3.0,7,0,3,1,3,Marketing,4
3868,No,Female,2,Married,24220,11,14,Research Scientist,1,Research & Development,3,3.0,3.0,3,6,2,3.0,11,1,1,0,4,Life Sciences,0
3869,Yes,Male,1,Single,54720,11,11,Research Director,1,Research & Development,3,4.0,4.0,2,6,3,4.0,7,1,1,1,4,Medical,3
3870,No,Male,2,Married,24510,12,13,Research Scientist,2,Research & Development,3,4.0,4.0,3,2,3,4.0,9,1,1,3,2,Life Sciences,3
3871,No,Male,1,Divorced,42400,14,10,Sales Representative,2,Research & Development,3,1.0,2.0,2,0,2,2.0,9,0,1,0,2,Medical,0
3872,No,Male,1,Divorced,109990,18,6,Sales Executive,5,Research & Development,3,4.0,4.0,2,0,3,3.0,4,3,0,0,3,Medical,1
3873,No,Male,1,Divorced,50030,13,9,Research Scientist,5,Research & Development,3,4.0,2.0,3,1,5,2.0,6,0,1,0,4,Technical Degree,1
3874,No,Female,1,Married,127420,11,10,Sales Executive,2,Research & Development,3,1.0,4.0,2,0,4,3.0,2,0,1,0,4,Technical Degree,5
3875,No,Male,2,Divorced,42270,18,2,Laboratory Technician,1,Research & Development,3,4.0,1.0,2,2,3,2.0,2,0,1,2,4,Medical,0
3876,No,Female,2,Single,39170,15,4,Sales Executive,1,Sales,3,4.0,2.0,3,3,2,3.0,3,3,0,0,2,Medical,5
3877,No,Male,2,Divorced,183030,22,3,Laboratory Technician,3,Research & Development,4,2.0,2.0,2,1,2,3.0,2,1,2,3,4,Medical,0
3878,No,Male,2,Single,23800,13,8,Manufacturing Director,2,Research & Development,3,3.0,3.0,1,0,3,3.0,0,0,2,2,3,Medical,4
3879,No,Female,2,Single,137260,12,2,Manager,4,Research & Development,3,4.0,3.0,4,0,6,3.0,2,0,2,1,4,Life Sciences,4
3880,No,Male,0,Single,47770,18,2,Sales Representative,1,Research & Development,3,4.0,1.0,3,0,3,3.0,2,1,0,0,3,Life Sciences,0
3881,No,Female,1,Divorced,63850,13,6,Healthcare Representative,2,Research & Development,3,3.0,4.0,2,1,6,3.0,2,0,0,0,2,Medical,3
3882,No,Male,1,Married,199730,12,3,Sales Executive,3,Research & Development,3,1.0,3.0,3,0,2,2.0,2,0,1,3,2,Technical Degree,0
3883,No,Female,2,Divorced,68610,12,2,Healthcare Representative,3,Research & Development,3,3.0,4.0,2,2,2,3.0,2,0,0,2,3,Technical Degree,1
3884,Yes,Female,1,Single,49690,12,5,Laboratory Technician,3,Human Resources,3,4.0,3.0,3,1,3,3.0,2,0,0,0,3,Life Sciences,1
3885,No,Male,2,Married,198450,11,0,Sales Executive,1,Research & Development,3,4.0,3.0,3,0,3,2.0,0,1,0,3,2,Life Sciences,2
3887,Yes,Male,2,Married,63470,12,9,Healthcare Representative,1,Sales,3,4.0,3.0,1,7,3,3.0,7,1,1,1,2,Marketing,2
3888,Yes,Male,1,Single,27430,19,1,Research Scientist,2,Sales,3,4.0,2.0,3,0,2,3.0,0,1,0,0,3,Life Sciences,0
3889,No,Male,1,Single,108800,23,7,Human Resources,1,Research & Development,4,4.0,4.0,3,5,5,3.0,7,1,0,0,2,Medical,3
3890,No,Male,3,Divorced,23420,11,4,Laboratory Technician,5,Research & Development,3,1.0,2.0,3,1,2,3.0,2,2,0,2,1,Life Sciences,4
3891,No,Female,1,Married,176500,19,15,Research Scientist,2,Sales,3,2.0,4.0,1,4,6,4.0,13,1,1,0,3,Life Sciences,5
3892,No,Male,3,Divorced,40250,13,1,Manager,1,Sales,3,3.0,4.0,2,0,5,4.0,0,1,1,1,4,Medical,3
3893,No,Male,1,Married,97250,11,14,Manager,3,Sales,3,2.0,2.0,3,2,0,3.0,13,0,1,0,3,Life Sciences,0
3894,No,Male,1,Divorced,119040,12,6,Laboratory Technician,1,Research & Development,3,3.0,4.0,3,1,4,2.0,3,1,0,0,3,Life Sciences,2
3895,No,Male,1,Married,21770,13,10,Healthcare Representative,1,Research & Development,3,2.0,4.0,3,8,5,3.0,7,0,1,0,2,Life Sciences,1
3896,Yes,Male,1,Divorced,75250,14,3,Research Scientist,2,Research & Development,3,3.0,4.0,3,0,2,3.0,2,2,0,0,2,Medical,2
3897,No,Male,2,Married,48340,14,8,Research Scientist,1,Human Resources,3,3.0,4.0,4,6,1,3.0,7,0,0,0,3,Life Sciences,0
3898,No,Male,1,Single,20420,16,5,Sales Executive,3,Research & Development,3,1.0,4.0,3,1,2,4.0,4,0,0,0,3,Life Sciences,2
3899,No,Male,2,Married,22200,11,10,Sales Executive,2,Research & Development,3,4.0,4.0,1,8,2,3.0,8,0,1,0,4,Life Sciences,5
3900,No,Male,1,Married,10520,13,5,Sales Executive,3,Research & Development,3,3.0,3.0,3,0,3,3.0,4,0,0,0,3,Life Sciences,1
3901,No,Male,2,Single,28210,17,10,Research Scientist,1,Sales,3,4.0,3.0,3,8,3,3.0,7,0,1,0,4,Marketing,1
3902,No,Male,1,Married,192370,11,5,Research Scientist,2,Research & Development,3,4.0,3.0,3,1,2,3.0,2,1,0,4,2,Life Sciences,0
3903,No,Female,1,Single,41070,11,13,Research Scientist,3,Human Resources,3,3.0,4.0,1,6,2,2.0,7,1,1,1,4,Life Sciences,0
3904,No,Female,2,Married,83960,15,23,Manufacturing Director,2,Sales,3,3.0,3.0,2,14,3,2.0,4,2,2,1,3,Life Sciences,0
3905,Yes,Female,1,Married,20070,12,1,Manager,2,Sales,3,4.0,3.0,2,0,2,3.0,0,0,0,0,2,Medical,1
3906,Yes,Female,2,Married,196270,11,23,Sales Executive,2,Research & Development,3,3.0,3.0,3,14,1,1.0,10,2,2,3,3,Medical,0
3907,No,Male,1,Married,106860,14,3,Sales Executive,1,Research & Development,3,4.0,3.0,3,0,2,4.0,2,1,0,0,1,Medical,1
3908,No,Male,2,Single,29420,22,21,Research Director,1,Research & Development,4,4.0,2.0,3,8,4,3.0,6,1,2,0,4,Life Sciences,0
3909,No,Male,1,Married,88580,16,5,Laboratory Technician,2,Sales,3,1.0,3.0,3,1,2,2.0,3,1,1,3,1,Marketing,0
3910,No,Male,1,Married,167560,11,5,Sales Executive,1,Research & Development,3,2.0,3.0,3,0,5,4.0,3,2,0,0,2,Life Sciences,2
3912,No,Male,2,Married,23230,16,1,Healthcare Representative,1,Research & Development,3,2.0,1.0,3,0,2,3.0,0,1,1,1,2,Technical Degree,4
3913,No,Female,1,Divorced,14160,15,6,Research Scientist,1,Research & Development,3,2.0,1.0,2,1,3,4.0,2,1,0,0,3,Life Sciences,0
3914,No,Male,2,Single,46150,12,10,Sales Executive,4,Research & Development,3,3.0,2.0,2,0,3,3.0,9,0,1,3,3,Medical,1
3915,No,Male,1,Married,24610,20,7,Laboratory Technician,1,Sales,4,4.0,3.0,3,0,4,3.0,7,1,1,1,4,Life Sciences,1
3916,No,Male,1,Married,87220,17,10,Laboratory Technician,1,Sales,3,2.0,4.0,3,0,3,2.0,8,1,1,0,4,Marketing,1
3917,No,Female,2,Married,39550,12,1,Sales Executive,2,Research & Development,3,3.0,2.0,3,0,5,1.0,0,1,0,3,2,Life Sciences,0
3918,No,Female,2,Divorced,99570,20,10,Sales Executive,3,Research & Development,4,3.0,4.0,3,0,1,2.0,3,0,1,2,4,Technical Degree,0
3919,Yes,Male,1,Divorced,33760,20,2,Manufacturing Director,2,Research & Development,4,2.0,1.0,3,2,3,3.0,2,0,1,2,3,Medical,0
3920,Yes,Female,1,Single,88230,13,0,Research Director,2,Research & Development,3,1.0,2.0,3,0,3,3.0,0,2,1,3,3,Medical,5
3921,No,Male,1,Single,103220,14,3,Manufacturing Director,3,Sales,3,3.0,2.0,3,1,2,1.0,2,2,0,0,4,Life Sciences,1
3922,No,Male,1,Single,46210,18,5,Sales Executive,2,Sales,3,4.0,4.0,3,1,3,2.0,4,1,0,1,3,Marketing,0
3923,No,Female,2,Married,109760,11,9,Manufacturing Director,2,Research & Development,3,4.0,4.0,2,5,3,3.0,8,0,0,0,3,Life Sciences,0
3924,No,Male,1,Married,36600,11,4,Research Scientist,1,Research & Development,3,4.0,3.0,2,0,0,1.0,2,2,1,1,3,Technical Degree,1
3925,No,Male,2,Single,104820,11,21,Manufacturing Director,3,Sales,3,2.0,2.0,2,12,6,2.0,8,1,2,0,3,Life Sciences,1
3926,No,Male,2,Married,71190,15,5,Sales Representative,1,Research & Development,3,3.0,3.0,3,0,2,4.0,3,0,0,2,4,Medical,3
3927,No,Male,1,Single,95820,12,9,Research Director,1,Sales,3,4.0,1.0,3,0,2,3.0,7,1,1,0,3,Life Sciences,1
3928,No,Male,1,Married,45080,11,2,Sales Executive,1,Sales,3,1.0,4.0,3,2,5,3.0,1,1,0,0,4,Marketing,0
3929,Yes,Female,1,Divorced,22070,14,4,Human Resources,1,Research & Development,3,3.0,4.0,3,1,4,2.0,2,0,0,3,3,Life Sciences,2
3930,No,Male,1,Married,77560,15,5,Laboratory Technician,3,Research & Development,3,1.0,3.0,4,0,3,3.0,2,2,0,0,2,Life Sciences,0
3931,No,Male,1,Single,66940,13,6,Manager,1,Sales,3,3.0,4.0,2,1,2,2.0,4,1,0,0,3,Life Sciences,0
3932,Yes,Male,1,Single,36910,13,2,Research Scientist,5,Sales,3,2.0,2.0,3,2,3,3.0,2,0,0,0,3,Marketing,0
3933,No,Female,1,Single,23770,21,3,Sales Executive,1,Research & Development,4,4.0,3.0,3,0,2,4.0,2,1,1,4,4,Life Sciences,1
3934,No,Male,1,Divorced,23130,11,7,Sales Executive,3,Sales,3,3.0,1.0,3,1,5,3.0,7,0,1,1,3,Life Sciences,1
3935,No,Female,1,Married,176650,11,5,Healthcare Representative,2,Research & Development,3,4.0,4.0,2,1,5,3.0,2,0,0,0,2,Medical,0
3936,No,Male,1,Single,25960,14,11,Sales Representative,1,Research & Development,3,4.0,2.0,3,1,4,2.0,7,1,1,4,4,Medical,0
3937,No,Male,2,Single,47280,11,5,Sales Executive,1,Sales,3,4.0,4.0,3,0,4,4.0,4,1,0,1,4,Marketing,0
3938,Yes,Male,1,Single,43020,13,0,Sales Executive,1,Research & Development,3,1.0,1.0,1,0,3,2.0,0,0,1,1,3,Life Sciences,2
3939,No,Male,2,Married,29790,12,6,Healthcare Representative,1,Research & Development,3,3.0,2.0,3,0,3,2.0,5,1,0,2,3,Medical,5
3940,Yes,Male,1,Married,168850,14,1,Laboratory Technician,2,Human Resources,3,1.0,3.0,3,0,2,3.0,0,2,1,1,4,Human Resources,1
3941,No,Female,1,Divorced,55930,13,1,Sales Representative,2,Research & Development,3,4.0,1.0,3,0,3,3.0,0,1,0,0,4,Other,0
3942,No,Male,1,Married,104450,18,7,Sales Representative,1,Research & Development,3,3.0,3.0,3,1,3,3.0,7,1,1,1,1,Medical,0
3943,No,Female,1,Single,87400,11,7,Laboratory Technician,1,Research & Development,3,2.0,2.0,3,0,2,3.0,7,1,1,1,4,Life Sciences,2
3944,No,Female,2,Married,25140,11,1,Manufacturing Director,1,Research & Development,3,2.0,4.0,2,1,2,3.0,0,0,1,1,2,Technical Degree,1
3945,Yes,Male,2,Married,76550,12,1,Sales Executive,3,Research & Development,3,3.0,3.0,3,0,3,3.0,0,1,0,4,4,Other,0
3946,No,Female,2,Divorced,174650,13,5,Healthcare Representative,1,Human Resources,3,2.0,2.0,3,0,3,2.0,4,1,0,4,3,Other,0
3947,No,Female,3,Married,73510,20,1,Sales Executive,1,Research & Development,4,3.0,1.0,3,0,3,3.0,0,1,3,4,2,Life Sciences,0
3948,No,Male,1,Divorced,108200,12,9,Research Scientist,1,Research & Development,3,4.0,2.0,3,1,2,2.0,7,0,1,2,3,Other,2
3949,No,Male,2,Divorced,121690,19,5,Sales Representative,1,Research & Development,3,3.0,1.0,3,0,2,3.0,4,0,0,0,3,Medical,1
3950,No,Female,1,Divorced,196260,21,15,Research Scientist,1,Research & Development,4,4.0,3.0,2,0,5,3.0,7,0,1,0,4,Medical,1
3951,No,Male,2,Married,20700,13,3,Healthcare Representative,2,Research & Development,3,1.0,3.0,4,0,2,2.0,2,2,2,2,4,Medical,2
3952,No,Female,2,Single,67820,16,9,Laboratory Technician,1,Sales,3,2.0,4.0,3,1,2,3.0,8,1,1,0,2,Marketing,3
3953,No,Female,1,Single,77790,12,2,Sales Executive,5,Sales,3,4.0,4.0,3,2,2,3.0,2,1,0,2,2,Life Sciences,2
3954,Yes,Male,0,Single,27910,14,1,Healthcare Representative,5,Sales,3,2.0,2.0,4,1,3,3.0,0,0,0,0,2,Marketing,0
3955,No,Female,2,Married,32010,11,5,Sales Executive,2,Research & Development,3,4.0,3.0,2,0,3,3.0,4,1,0,0,2,Life Sciences,1
3956,Yes,Male,1,Married,49680,14,1,Research Scientist,4,Research & Development,3,3.0,1.0,3,0,3,3.0,0,0,0,0,3,Other,0
3957,No,Male,1,Married,131200,12,12,Sales Executive,5,Research & Development,3,1.0,4.0,2,5,6,3.0,7,2,1,0,5,Life Sciences,1
3958,No,Female,2,Married,40330,14,2,Manager,1,Research & Development,3,1.0,3.0,3,2,2,3.0,2,0,1,1,4,Life Sciences,0
3959,No,Male,1,Married,32910,16,5,Sales Executive,2,Research & Development,3,2.0,2.0,2,0,2,3.0,3,3,0,0,1,Life Sciences,4
3960,No,Female,2,Divorced,42720,13,2,Sales Representative,1,Sales,3,3.0,4.0,4,2,3,3.0,2,0,2,3,4,Marketing,0
3961,No,Female,1,Married,50560,12,12,Research Scientist,4,Research & Development,3,4.0,1.0,2,5,2,3.0,7,0,1,3,3,Technical Degree,5
3962,Yes,Male,2,Divorced,28440,12,5,Research Scientist,1,Sales,3,3.0,2.0,4,2,2,2.0,3,0,0,0,4,Life Sciences,2
3963,No,Male,1,Divorced,27030,14,10,Sales Executive,2,Research & Development,3,3.0,2.0,3,4,2,2.0,7,0,1,1,2,Technical Degree,3
3964,Yes,Male,1,Single,19040,22,10,Research Scientist,2,Research & Development,4,3.0,4.0,3,7,4,3.0,7,1,1,0,4,Life Sciences,3
3965,No,Male,1,Married,82240,19,10,Laboratory Technician,2,Research & Development,3,4.0,1.0,3,7,3,3.0,6,0,1,3,5,Medical,1
3966,No,Female,1,Married,47660,12,5,Sales Executive,2,Sales,3,3.0,4.0,3,0,3,4.0,3,0,0,0,3,Medical,1
3967,No,Female,2,Single,26100,12,4,Laboratory Technician,2,Sales,3,3.0,3.0,2,2,2,3.0,2,0,0,3,4,Marketing,0
3968,No,Male,2,Single,57310,17,2,Manufacturing Director,2,Research & Development,3,2.0,2.0,3,2,2,3.0,2,0,0,4,2,Life Sciences,1
3969,No,Male,2,Married,25390,12,4,Research Director,1,Research & Development,3,3.0,1.0,3,0,3,2.0,2,1,0,2,2,Medical,0
3970,No,Female,2,Married,57140,11,0,Laboratory Technician,2,Research & Development,3,2.0,1.0,3,0,2,2.0,0,0,1,2,4,Other,1
3971,No,Female,1,Divorced,43230,18,7,Research Director,2,Sales,3,2.0,4.0,3,1,3,3.0,7,3,1,1,1,Life Sciences,2
3972,No,Male,2,Divorced,73360,11,11,Sales Executive,3,Sales,3,1.0,2.0,3,3,3,3.0,8,0,1,2,4,Marketing,1
3973,Yes,Male,1,Married,134990,23,7,Manufacturing Director,1,Research & Development,4,4.0,1.0,4,0,2,2.0,7,2,1,2,1,Life Sciences,0
3974,Yes,Male,1,Single,137580,11,10,Laboratory Technician,1,Research & Development,3,4.0,1.0,3,0,5,1.0,8,1,1,0,3,Life Sciences,4
3975,No,Male,2,Divorced,51550,18,2,Healthcare Representative,2,Research & Development,3,3.0,4.0,2,2,3,3.0,2,1,0,1,1,Medical,0
3976,No,Female,2,Single,22580,18,3,Sales Executive,3,Human Resources,3,1.0,3.0,3,1,2,2.0,2,0,0,2,5,Medical,1
3977,No,Male,2,Single,35970,13,3,Research Scientist,3,Research & Development,3,2.0,2.0,1,1,2,1.0,2,1,1,1,3,Life Sciences,0
3978,No,Male,2,Divorced,25150,18,22,Laboratory Technician,3,Research & Development,3,3.0,3.0,2,13,2,4.0,5,0,2,0,1,Technical Degree,0
3979,No,Female,1,Single,44200,11,7,Manager,2,Sales,3,1.0,3.0,3,0,3,3.0,2,0,0,4,3,Marketing,5
3980,Yes,Female,1,Married,65780,15,5,Sales Executive,3,Human Resources,3,4.0,2.0,2,1,3,3.0,4,2,0,0,1,Technical Degree,0
3981,Yes,Male,2,Married,44220,11,9,Sales Executive,1,Research & Development,3,4.0,2.0,3,3,2,4.0,7,1,1,2,3,Medical,2
3982,No,Female,2,Divorced,102740,18,5,Sales Executive,3,Sales,3,3.0,4.0,3,0,3,3.0,3,0,1,2,2,Medical,5
3983,No,Male,1,Married,53430,14,10,Laboratory Technician,2,Research & Development,3,2.0,3.0,2,4,5,3.0,8,0,1,0,3,Life Sciences,0
3984,No,Male,3,Divorced,23760,12,16,Laboratory Technician,1,Research & Development,3,2.0,2.0,3,14,3,2.0,14,1,3,2,4,Medical,0
3985,No,Female,1,Married,53460,14,5,Manufacturing Director,3,Research & Development,3,2.0,3.0,2,0,3,4.0,3,0,0,0,1,Technical Degree,1
3986,No,Female,2,Divorced,28270,14,22,Research Scientist,2,Research & Development,3,3.0,2.0,3,14,3,3.0,10,1,2,4,5,Medical,3
3987,No,Male,2,Divorced,199430,13,7,Manager,2,Research & Development,3,2.0,1.0,3,7,3,3.0,7,1,1,1,4,Life Sciences,0
3988,No,Male,3,Married,31310,14,7,Research Scientist,1,Sales,3,4.0,4.0,2,1,3,2.0,7,0,1,2,4,Medical,5
3989,No,Female,1,Married,25520,18,3,Manufacturing Director,3,Sales,3,1.0,1.0,3,2,2,3.0,2,0,0,1,4,Other,1
3990,No,Male,1,Married,44770,15,3,Manager,3,Sales,3,3.0,1.0,3,1,6,3.0,2,0,0,0,2,Life Sciences,0
3991,No,Female,2,Married,64740,13,4,Manufacturing Director,2,Research & Development,3,2.0,4.0,1,0,3,2.0,3,2,2,1,3,Medical,3
3992,No,Female,1,Single,30330,12,5,Healthcare Representative,1,Sales,3,3.0,4.0,2,1,2,3.0,2,0,0,0,3,Marketing,1
3993,No,Female,3,Married,29360,13,2,Sales Representative,1,Research & Development,3,1.0,3.0,3,2,3,3.0,2,1,2,1,4,Technical Degree,2
3994,No,Male,0,Single,186060,24,0,Sales Representative,3,Research & Development,4,2.0,3.0,3,0,4,1.0,0,2,0,0,3,Life Sciences,0
3995,Yes,Male,1,Married,21680,14,1,Laboratory Technician,3,Research & Development,3,4.0,1.0,3,0,2,3.0,0,1,0,0,3,Life Sciences,0
3996,Yes,Male,1,Divorced,28530,14,2,Manager,1,Research & Development,3,1.0,1.0,2,2,5,3.0,0,1,0,2,2,Medical,1
3998,No,Female,1,Married,22900,11,1,Laboratory Technician,5,Sales,3,4.0,2.0,3,0,5,3.0,0,0,1,2,3,Technical Degree,0
3999,No,Male,2,Married,36000,23,7,Research Director,1,Sales,4,1.0,4.0,3,7,2,3.0,7,0,0,0,3,Medical,1
4000,No,Male,1,Single,21070,13,5,Research Scientist,5,Sales,3,4.0,4.0,3,0,2,2.0,2,0,0,0,4,Life Sciences,1
4001,No,Male,1,Married,41150,11,11,Human Resources,1,Research & Development,3,4.0,4.0,3,3,1,4.0,10,0,1,0,2,Medical,1
4002,No,Male,1,Single,43270,13,0,Sales Executive,4,Sales,3,4.0,4.0,3,0,4,4.0,0,0,0,4,4,Life Sciences,1
4003,No,Male,2,Married,178560,18,6,Manager,1,Research & Development,3,3.0,3.0,3,3,2,2.0,3,0,1,1,3,Medical,2
4004,No,Female,2,Single,31960,14,2,Manager,5,Sales,3,2.0,3.0,2,2,3,3.0,0,1,0,2,2,Life Sciences,0
4005,No,Female,2,Divorced,190810,21,9,Laboratory Technician,1,Human Resources,4,4.0,4.0,3,4,2,2.0,7,0,1,1,3,Life Sciences,0
4006,No,Male,1,Divorced,89660,16,3,Sales Executive,1,Research & Development,3,3.0,4.0,2,2,3,3.0,2,1,0,0,3,Life Sciences,1
4007,No,Female,1,Divorced,22100,11,7,Manufacturing Director,1,Research & Development,3,4.0,3.0,3,1,4,3.0,6,1,1,4,3,Medical,3
4008,No,Female,2,Single,45390,17,0,Research Director,2,Sales,3,4.0,3.0,3,0,5,3.0,0,1,0,2,4,Medical,0
4009,Yes,Male,1,Single,27410,11,2,Laboratory Technician,2,Research & Development,3,3.0,2.0,3,2,3,2.0,2,0,0,3,1,Medical,0
4010,No,Male,2,Divorced,34910,14,19,Laboratory Technician,2,Research & Development,3,1.0,1.0,3,2,0,3.0,8,0,2,1,1,Life Sciences,4
4011,No,Female,1,Married,45410,14,9,Research Scientist,5,Sales,3,2.0,3.0,4,5,4,3.0,8,2,0,0,3,Life Sciences,0
4012,No,Male,1,Married,26780,25,1,Sales Executive,3,Research & Development,4,4.0,2.0,3,0,3,3.0,0,1,0,0,2,Medical,0
4013,No,Male,2,Married,73790,13,16,Manufacturing Director,1,Research & Development,3,1.0,3.0,2,6,3,3.0,14,2,2,3,3,Life Sciences,0
4014,No,Female,2,Married,62720,14,22,Manager,2,Research & Development,3,4.0,2.0,2,12,3,3.0,9,0,2,2,3,Life Sciences,0
